Sample in Buffer,Sample in Window,TRIGGER,base_soc_i/test_pattern_generator_0_probe_test_o[7:0]
402,402,0,a5
403,403,0,a5
404,404,0,a5
405,405,0,a5
406,406,0,a5
407,407,0,a5
408,408,0,a5
409,409,0,a5
410,410,0,a5
411,411,0,a5
412,412,0,a5
413,413,0,a5
414,414,0,a5
415,415,0,a5
416,416,0,a5
417,417,0,a5
418,418,0,a5
419,419,0,a5
420,420,0,a5
421,421,0,a5
422,422,0,a5
423,423,0,a5
424,424,0,a5
425,425,0,a5
426,426,0,a5
427,427,0,a5
428,428,0,a5
429,429,0,a5
430,430,0,a5
431,431,0,a5
432,432,0,a5
433,433,0,a5
434,434,0,a5
435,435,0,a5
436,436,0,a5
437,437,0,a5
438,438,0,a5
439,439,0,a5
440,440,0,a5
441,441,0,a5
442,442,0,a5
443,443,0,a5
444,444,0,a5
445,445,0,a5
446,446,0,a5
447,447,0,a5
448,448,0,a5
449,449,0,a5
450,450,0,a5
451,451,0,a5
452,452,0,a5
453,453,0,a5
454,454,0,a5
455,455,0,a5
456,456,0,a5
457,457,0,a5
458,458,0,a5
459,459,0,a5
460,460,0,a5
461,461,0,a5
462,462,0,a5
463,463,0,a5
464,464,0,a5
465,465,0,a5
466,466,0,a5
467,467,0,a5
468,468,0,a5
469,469,0,a5
470,470,0,a5
471,471,0,a5
472,472,0,a5
473,473,0,a5
474,474,0,a5
475,475,0,a5
476,476,0,a5
477,477,0,a5
478,478,0,a5
479,479,0,a5
480,480,0,a5
481,481,0,a5
482,482,0,a5
483,483,0,a5
484,484,0,a5
485,485,0,a5
486,486,0,a5
487,487,0,a5
488,488,0,a5
489,489,0,a5
490,490,0,a5
491,491,0,a5
492,492,0,a5
493,493,0,a5
494,494,0,a5
495,495,0,a5
496,496,0,a5
497,497,0,a5
498,498,0,a5
499,499,0,a5
500,500,0,a5
501,501,0,a5
502,502,0,a5
503,503,0,a5
504,504,0,a5
505,505,0,a5
506,506,0,a5
507,507,0,a5
508,508,0,a5
509,509,0,a5
510,510,0,a5
511,511,0,a5
512,512,1,00
513,513,0,00
514,514,0,00
515,515,0,00
516,516,0,00
517,517,0,00
518,518,0,00
519,519,0,00
520,520,0,00
521,521,0,00
522,522,0,00
523,523,0,00
524,524,0,00
525,525,0,00
526,526,0,00
527,527,0,00
528,528,0,00
529,529,0,00
530,530,0,00
531,531,0,00
532,532,0,00
533,533,0,00
534,534,0,00
535,535,0,00
536,536,0,00
537,537,0,00
538,538,0,00
539,539,0,00
540,540,0,00
541,541,0,00
542,542,0,00
543,543,0,00
544,544,0,00
545,545,0,00
546,546,0,00
547,547,0,00
548,548,0,00
549,549,0,00
550,550,0,00
551,551,0,00
552,552,0,00
553,553,0,00
554,554,0,00
555,555,0,00
556,556,0,00
557,557,0,00
558,558,0,00
559,559,0,00
560,560,0,00
561,561,0,00
562,562,0,00
563,563,0,00
564,564,0,00
565,565,0,00
566,566,0,00
567,567,0,00
568,568,0,00
569,569,0,00
570,570,0,00
571,571,0,00
572,572,0,00
573,573,0,00
574,574,0,00
575,575,0,00
576,576,0,00
577,577,0,00
578,578,0,00
579,579,0,00
580,580,0,00
581,581,0,00
582,582,0,00
583,583,0,00
584,584,0,00
585,585,0,00
586,586,0,00
587,587,0,00
588,588,0,00
589,589,0,00
590,590,0,00
591,591,0,00
592,592,0,00
593,593,0,00
594,594,0,00
595,595,0,00
596,596,0,00
597,597,0,00
598,598,0,00
599,599,0,00
600,600,0,00
601,601,0,00
602,602,0,00
603,603,0,00
604,604,0,00
605,605,0,00
606,606,0,00
607,607,0,00
608,608,0,00
609,609,0,00
610,610,0,00
611,611,0,00
612,612,0,00
613,613,0,00
614,614,0,00
615,615,0,00
616,616,0,00
617,617,0,00
618,618,0,00
619,619,0,00
620,620,0,00
621,621,0,00
622,622,0,00
623,623,0,00
624,624,0,00
625,625,0,00
626,626,0,00
627,627,0,00
628,628,0,00
629,629,0,00
630,630,0,00
631,631,0,00
632,632,0,00
633,633,0,00
634,634,0,00
635,635,0,00
636,636,0,00
637,637,0,00
638,638,0,00
639,639,0,00
640,640,0,00
641,641,0,00
642,642,0,00
643,643,0,00
644,644,0,00
645,645,0,00
646,646,0,00
647,647,0,00
648,648,0,00
649,649,0,00
650,650,0,00
651,651,0,00
652,652,0,00
653,653,0,00
654,654,0,00
655,655,0,00
656,656,0,00
657,657,0,00
658,658,0,00
659,659,0,00
660,660,0,00
661,661,0,00
662,662,0,00
663,663,0,00
664,664,0,00
665,665,0,00
666,666,0,00
667,667,0,00
668,668,0,00
669,669,0,00
670,670,0,00
671,671,0,00
672,672,0,00
673,673,0,00
674,674,0,00
675,675,0,00
676,676,0,00
677,677,0,00
678,678,0,00
679,679,0,00
680,680,0,00
681,681,0,00
682,682,0,00
683,683,0,00
684,684,0,00
685,685,0,00
686,686,0,00
687,687,0,00
688,688,0,00
689,689,0,00
690,690,0,00
691,691,0,00
692,692,0,00
693,693,0,00
694,694,0,00
695,695,0,00
696,696,0,00
697,697,0,00
698,698,0,00
699,699,0,00
700,700,0,00
701,701,0,00
702,702,0,00
703,703,0,00
704,704,0,00
705,705,0,00
706,706,0,00
707,707,0,00
708,708,0,00
709,709,0,00
710,710,0,00
711,711,0,00
712,712,0,00
713,713,0,00
714,714,0,00
715,715,0,00
716,716,0,00
717,717,0,00
718,718,0,00
719,719,0,00
720,720,0,00
721,721,0,00
722,722,0,00
723,723,0,00
724,724,0,00
725,725,0,00
726,726,0,00
727,727,0,00
728,728,0,00
729,729,0,00
730,730,0,00
731,731,0,00
732,732,0,00
733,733,0,00
734,734,0,00
735,735,0,00
736,736,0,00
737,737,0,00
738,738,0,00
739,739,0,00
740,740,0,00
741,741,0,00
742,742,0,00
743,743,0,00
744,744,0,00
745,745,0,00
746,746,0,00
747,747,0,00
748,748,0,00
749,749,0,00
750,750,0,00
751,751,0,00
752,752,0,00
753,753,0,00
754,754,0,00
755,755,0,00
756,756,0,00
757,757,0,00
758,758,0,00
759,759,0,00
760,760,0,00
761,761,0,00
762,762,0,00
763,763,0,00
764,764,0,00
765,765,0,00
766,766,0,00
767,767,0,00
768,768,0,00
769,769,0,00
770,770,0,00
771,771,0,00
772,772,0,00
773,773,0,00
774,774,0,00
775,775,0,00
776,776,0,00
777,777,0,00
778,778,0,00
779,779,0,00
780,780,0,00
781,781,0,00
782,782,0,00
783,783,0,00
784,784,0,00
785,785,0,00
786,786,0,00
787,787,0,00
788,788,0,00
789,789,0,00
790,790,0,00
791,791,0,00
792,792,0,00
793,793,0,00
794,794,0,00
795,795,0,00
796,796,0,00
797,797,0,00
798,798,0,00
799,799,0,00
800,800,0,00
801,801,0,00
802,802,0,00
803,803,0,00
804,804,0,00
805,805,0,00
806,806,0,00
807,807,0,00
808,808,0,00
809,809,0,00
810,810,0,00
811,811,0,00
812,812,0,00
813,813,0,00
814,814,0,00
815,815,0,00
816,816,0,00
817,817,0,00
818,818,0,00
819,819,0,00
820,820,0,00
821,821,0,00
822,822,0,00
823,823,0,00
824,824,0,00
825,825,0,00
826,826,0,00
827,827,0,00
828,828,0,00
829,829,0,00
830,830,0,00
831,831,0,00
832,832,0,00
833,833,0,00
834,834,0,00
835,835,0,00
836,836,0,00
837,837,0,00
838,838,0,00
839,839,0,00
840,840,0,00
841,841,0,00
842,842,0,00
843,843,0,00
844,844,0,00
845,845,0,00
846,846,0,00
847,847,0,00
848,848,0,00
849,849,0,00
850,850,0,00
851,851,0,00
852,852,0,00
853,853,0,00
854,854,0,00
855,855,0,00
856,856,0,00
857,857,0,00
858,858,0,00
859,859,0,00
860,860,0,00
861,861,0,00
862,862,0,00
863,863,0,00
864,864,0,00
865,865,0,00
866,866,0,00
867,867,0,00
868,868,0,00
869,869,0,00
870,870,0,00
871,871,0,00
872,872,0,00
873,873,0,00
874,874,0,00
875,875,0,00
876,876,0,00
877,877,0,00
878,878,0,00
879,879,0,00
880,880,0,00
881,881,0,00
882,882,0,00
883,883,0,00
884,884,0,00
885,885,0,00
886,886,0,00
887,887,0,00
888,888,0,00
889,889,0,00
890,890,0,00
891,891,0,00
892,892,0,00
893,893,0,00
894,894,0,00
895,895,0,00
896,896,0,00
897,897,0,00
898,898,0,00
899,899,0,00
900,900,0,00
901,901,0,00
902,902,0,00
903,903,0,00
904,904,0,00
905,905,0,00
906,906,0,00
907,907,0,00
908,908,0,00
909,909,0,00
910,910,0,00
911,911,0,00
912,912,0,00
913,913,0,00
914,914,0,00
915,915,0,00
916,916,0,00
917,917,0,00
918,918,0,00
919,919,0,00
920,920,0,00
921,921,0,00
922,922,0,00
923,923,0,00
924,924,0,00
925,925,0,00
926,926,0,00
927,927,0,00
928,928,0,00
929,929,0,00
930,930,0,00
931,931,0,00
932,932,0,00
933,933,0,00
934,934,0,00
935,935,0,00
936,936,0,00
937,937,0,00
938,938,0,00
939,939,0,00
940,940,0,00
941,941,0,00
942,942,0,00
943,943,0,00
944,944,0,00
945,945,0,00
946,946,0,00
947,947,0,00
948,948,0,00
949,949,0,00
950,950,0,00
951,951,0,00
952,952,0,00
953,953,0,00
954,954,0,00
955,955,0,00
956,956,0,00
957,957,0,00
958,958,0,00
959,959,0,00
960,960,0,00
961,961,0,00
962,962,0,00
963,963,0,00
964,964,0,00
965,965,0,00
966,966,0,00
967,967,0,00
968,968,0,00
969,969,0,00
970,970,0,00
971,971,0,00
972,972,0,00
973,973,0,00
974,974,0,00
975,975,0,00
976,976,0,00
977,977,0,00
978,978,0,00
979,979,0,00
980,980,0,00
981,981,0,00
982,982,0,00
983,983,0,00
984,984,0,00
985,985,0,00
986,986,0,00
987,987,0,00
988,988,0,00
989,989,0,00
990,990,0,00
991,991,0,00
992,992,0,00
993,993,0,00
994,994,0,00
995,995,0,00
996,996,0,00
997,997,0,00
998,998,0,00
999,999,0,00
1000,1000,0,00
1001,1001,0,00
1002,1002,0,00
1003,1003,0,00
1004,1004,0,00
1005,1005,0,00
1006,1006,0,00
1007,1007,0,00
1008,1008,0,00
1009,1009,0,00
1010,1010,0,00
1011,1011,0,00
1012,1012,0,00
1013,1013,0,00
1014,1014,0,00
1015,1015,0,00
1016,1016,0,00
1017,1017,0,00
1018,1018,0,00
1019,1019,0,00
1020,1020,0,00
1021,1021,0,00
1022,1022,0,00
1023,1023,0,00
