index,value_hex,is_trigger,ch7,ch6,ch5,ch4,ch3,ch2,ch1,ch0
0,00,0,0,0,0,0,0,0,0,0
1,00,0,0,0,0,0,0,0,0,0
2,00,0,0,0,0,0,0,0,0,0
3,00,0,0,0,0,0,0,0,0,0
4,00,0,0,0,0,0,0,0,0,0
5,00,0,0,0,0,0,0,0,0,0
6,00,0,0,0,0,0,0,0,0,0
7,00,0,0,0,0,0,0,0,0,0
8,00,0,0,0,0,0,0,0,0,0
9,00,0,0,0,0,0,0,0,0,0
10,00,0,0,0,0,0,0,0,0,0
11,00,0,0,0,0,0,0,0,0,0
12,00,0,0,0,0,0,0,0,0,0
13,00,0,0,0,0,0,0,0,0,0
14,00,0,0,0,0,0,0,0,0,0
15,00,0,0,0,0,0,0,0,0,0
16,00,0,0,0,0,0,0,0,0,0
17,00,0,0,0,0,0,0,0,0,0
18,00,0,0,0,0,0,0,0,0,0
19,00,0,0,0,0,0,0,0,0,0
20,00,0,0,0,0,0,0,0,0,0
21,00,0,0,0,0,0,0,0,0,0
22,00,0,0,0,0,0,0,0,0,0
23,00,0,0,0,0,0,0,0,0,0
24,00,0,0,0,0,0,0,0,0,0
25,00,0,0,0,0,0,0,0,0,0
26,00,0,0,0,0,0,0,0,0,0
27,00,0,0,0,0,0,0,0,0,0
28,00,0,0,0,0,0,0,0,0,0
29,00,0,0,0,0,0,0,0,0,0
30,00,0,0,0,0,0,0,0,0,0
31,00,0,0,0,0,0,0,0,0,0
32,00,0,0,0,0,0,0,0,0,0
33,00,0,0,0,0,0,0,0,0,0
34,00,0,0,0,0,0,0,0,0,0
35,00,0,0,0,0,0,0,0,0,0
36,00,0,0,0,0,0,0,0,0,0
37,00,0,0,0,0,0,0,0,0,0
38,00,0,0,0,0,0,0,0,0,0
39,00,0,0,0,0,0,0,0,0,0
40,00,0,0,0,0,0,0,0,0,0
41,00,0,0,0,0,0,0,0,0,0
42,00,0,0,0,0,0,0,0,0,0
43,00,0,0,0,0,0,0,0,0,0
44,00,0,0,0,0,0,0,0,0,0
45,00,0,0,0,0,0,0,0,0,0
46,00,0,0,0,0,0,0,0,0,0
47,00,0,0,0,0,0,0,0,0,0
48,00,0,0,0,0,0,0,0,0,0
49,00,0,0,0,0,0,0,0,0,0
50,00,0,0,0,0,0,0,0,0,0
51,00,0,0,0,0,0,0,0,0,0
52,00,0,0,0,0,0,0,0,0,0
53,00,0,0,0,0,0,0,0,0,0
54,00,0,0,0,0,0,0,0,0,0
55,00,0,0,0,0,0,0,0,0,0
56,00,0,0,0,0,0,0,0,0,0
57,00,0,0,0,0,0,0,0,0,0
58,00,0,0,0,0,0,0,0,0,0
59,00,0,0,0,0,0,0,0,0,0
60,00,0,0,0,0,0,0,0,0,0
61,00,0,0,0,0,0,0,0,0,0
62,00,0,0,0,0,0,0,0,0,0
63,00,0,0,0,0,0,0,0,0,0
64,00,0,0,0,0,0,0,0,0,0
65,00,0,0,0,0,0,0,0,0,0
66,00,0,0,0,0,0,0,0,0,0
67,00,0,0,0,0,0,0,0,0,0
68,00,0,0,0,0,0,0,0,0,0
69,00,0,0,0,0,0,0,0,0,0
70,00,0,0,0,0,0,0,0,0,0
71,00,0,0,0,0,0,0,0,0,0
72,00,0,0,0,0,0,0,0,0,0
73,00,0,0,0,0,0,0,0,0,0
74,00,0,0,0,0,0,0,0,0,0
75,00,0,0,0,0,0,0,0,0,0
76,00,0,0,0,0,0,0,0,0,0
77,00,0,0,0,0,0,0,0,0,0
78,00,0,0,0,0,0,0,0,0,0
79,00,0,0,0,0,0,0,0,0,0
80,00,0,0,0,0,0,0,0,0,0
81,00,0,0,0,0,0,0,0,0,0
82,00,0,0,0,0,0,0,0,0,0
83,00,0,0,0,0,0,0,0,0,0
84,00,0,0,0,0,0,0,0,0,0
85,00,0,0,0,0,0,0,0,0,0
86,00,0,0,0,0,0,0,0,0,0
87,00,0,0,0,0,0,0,0,0,0
88,00,0,0,0,0,0,0,0,0,0
89,00,0,0,0,0,0,0,0,0,0
90,00,0,0,0,0,0,0,0,0,0
91,00,0,0,0,0,0,0,0,0,0
92,00,0,0,0,0,0,0,0,0,0
93,00,0,0,0,0,0,0,0,0,0
94,00,0,0,0,0,0,0,0,0,0
95,00,0,0,0,0,0,0,0,0,0
96,00,0,0,0,0,0,0,0,0,0
97,00,0,0,0,0,0,0,0,0,0
98,00,0,0,0,0,0,0,0,0,0
99,00,0,0,0,0,0,0,0,0,0
100,00,0,0,0,0,0,0,0,0,0
101,00,0,0,0,0,0,0,0,0,0
102,00,0,0,0,0,0,0,0,0,0
103,00,0,0,0,0,0,0,0,0,0
104,00,0,0,0,0,0,0,0,0,0
105,00,0,0,0,0,0,0,0,0,0
106,00,0,0,0,0,0,0,0,0,0
107,00,0,0,0,0,0,0,0,0,0
108,00,0,0,0,0,0,0,0,0,0
109,00,0,0,0,0,0,0,0,0,0
110,00,0,0,0,0,0,0,0,0,0
111,00,0,0,0,0,0,0,0,0,0
112,00,0,0,0,0,0,0,0,0,0
113,00,0,0,0,0,0,0,0,0,0
114,00,0,0,0,0,0,0,0,0,0
115,00,0,0,0,0,0,0,0,0,0
116,00,0,0,0,0,0,0,0,0,0
117,00,0,0,0,0,0,0,0,0,0
118,00,0,0,0,0,0,0,0,0,0
119,00,0,0,0,0,0,0,0,0,0
120,00,0,0,0,0,0,0,0,0,0
121,00,0,0,0,0,0,0,0,0,0
122,00,0,0,0,0,0,0,0,0,0
123,00,0,0,0,0,0,0,0,0,0
124,00,0,0,0,0,0,0,0,0,0
125,00,0,0,0,0,0,0,0,0,0
126,00,0,0,0,0,0,0,0,0,0
127,00,0,0,0,0,0,0,0,0,0
128,00,0,0,0,0,0,0,0,0,0
129,00,0,0,0,0,0,0,0,0,0
130,00,0,0,0,0,0,0,0,0,0
131,00,0,0,0,0,0,0,0,0,0
132,00,0,0,0,0,0,0,0,0,0
133,00,0,0,0,0,0,0,0,0,0
134,00,0,0,0,0,0,0,0,0,0
135,00,0,0,0,0,0,0,0,0,0
136,00,0,0,0,0,0,0,0,0,0
137,00,0,0,0,0,0,0,0,0,0
138,00,0,0,0,0,0,0,0,0,0
139,00,0,0,0,0,0,0,0,0,0
140,00,0,0,0,0,0,0,0,0,0
141,00,0,0,0,0,0,0,0,0,0
142,00,0,0,0,0,0,0,0,0,0
143,00,0,0,0,0,0,0,0,0,0
144,00,0,0,0,0,0,0,0,0,0
145,00,0,0,0,0,0,0,0,0,0
146,00,0,0,0,0,0,0,0,0,0
147,00,0,0,0,0,0,0,0,0,0
148,00,0,0,0,0,0,0,0,0,0
149,00,0,0,0,0,0,0,0,0,0
150,00,0,0,0,0,0,0,0,0,0
151,00,0,0,0,0,0,0,0,0,0
152,00,0,0,0,0,0,0,0,0,0
153,00,0,0,0,0,0,0,0,0,0
154,00,0,0,0,0,0,0,0,0,0
155,00,0,0,0,0,0,0,0,0,0
156,00,0,0,0,0,0,0,0,0,0
157,00,0,0,0,0,0,0,0,0,0
158,00,0,0,0,0,0,0,0,0,0
159,00,0,0,0,0,0,0,0,0,0
160,00,0,0,0,0,0,0,0,0,0
