index,value_hex,is_trigger,ch7,ch6,ch5,ch4,ch3,ch2,ch1,ch0
0,01,0,0,0,0,0,0,0,0,1
1,01,0,0,0,0,0,0,0,0,1
2,01,0,0,0,0,0,0,0,0,1
3,01,0,0,0,0,0,0,0,0,1
4,01,0,0,0,0,0,0,0,0,1
5,01,0,0,0,0,0,0,0,0,1
6,01,0,0,0,0,0,0,0,0,1
7,01,0,0,0,0,0,0,0,0,1
8,01,0,0,0,0,0,0,0,0,1
9,01,0,0,0,0,0,0,0,0,1
10,01,0,0,0,0,0,0,0,0,1
11,01,0,0,0,0,0,0,0,0,1
12,01,0,0,0,0,0,0,0,0,1
13,01,0,0,0,0,0,0,0,0,1
14,01,0,0,0,0,0,0,0,0,1
15,01,0,0,0,0,0,0,0,0,1
16,01,0,0,0,0,0,0,0,0,1
17,01,0,0,0,0,0,0,0,0,1
18,01,0,0,0,0,0,0,0,0,1
19,01,0,0,0,0,0,0,0,0,1
20,01,0,0,0,0,0,0,0,0,1
21,01,0,0,0,0,0,0,0,0,1
22,01,0,0,0,0,0,0,0,0,1
23,01,0,0,0,0,0,0,0,0,1
24,01,0,0,0,0,0,0,0,0,1
25,01,0,0,0,0,0,0,0,0,1
26,01,0,0,0,0,0,0,0,0,1
27,01,0,0,0,0,0,0,0,0,1
28,01,0,0,0,0,0,0,0,0,1
29,01,0,0,0,0,0,0,0,0,1
30,01,0,0,0,0,0,0,0,0,1
31,01,0,0,0,0,0,0,0,0,1
32,01,0,0,0,0,0,0,0,0,1
33,01,0,0,0,0,0,0,0,0,1
34,01,0,0,0,0,0,0,0,0,1
35,01,0,0,0,0,0,0,0,0,1
36,01,0,0,0,0,0,0,0,0,1
37,01,0,0,0,0,0,0,0,0,1
38,01,0,0,0,0,0,0,0,0,1
39,01,0,0,0,0,0,0,0,0,1
40,01,0,0,0,0,0,0,0,0,1
41,01,0,0,0,0,0,0,0,0,1
42,01,0,0,0,0,0,0,0,0,1
43,01,0,0,0,0,0,0,0,0,1
44,01,0,0,0,0,0,0,0,0,1
45,01,0,0,0,0,0,0,0,0,1
46,01,0,0,0,0,0,0,0,0,1
47,01,0,0,0,0,0,0,0,0,1
48,01,0,0,0,0,0,0,0,0,1
49,01,0,0,0,0,0,0,0,0,1
50,01,0,0,0,0,0,0,0,0,1
51,01,0,0,0,0,0,0,0,0,1
52,01,0,0,0,0,0,0,0,0,1
53,01,0,0,0,0,0,0,0,0,1
54,01,0,0,0,0,0,0,0,0,1
55,01,0,0,0,0,0,0,0,0,1
56,01,0,0,0,0,0,0,0,0,1
57,01,0,0,0,0,0,0,0,0,1
58,01,0,0,0,0,0,0,0,0,1
59,01,0,0,0,0,0,0,0,0,1
60,01,0,0,0,0,0,0,0,0,1
61,01,0,0,0,0,0,0,0,0,1
62,01,0,0,0,0,0,0,0,0,1
63,01,0,0,0,0,0,0,0,0,1
64,01,0,0,0,0,0,0,0,0,1
65,01,0,0,0,0,0,0,0,0,1
66,01,0,0,0,0,0,0,0,0,1
67,01,0,0,0,0,0,0,0,0,1
68,01,0,0,0,0,0,0,0,0,1
69,01,0,0,0,0,0,0,0,0,1
70,01,0,0,0,0,0,0,0,0,1
71,01,0,0,0,0,0,0,0,0,1
72,01,0,0,0,0,0,0,0,0,1
73,01,0,0,0,0,0,0,0,0,1
74,01,0,0,0,0,0,0,0,0,1
75,01,0,0,0,0,0,0,0,0,1
76,01,0,0,0,0,0,0,0,0,1
77,01,0,0,0,0,0,0,0,0,1
78,01,0,0,0,0,0,0,0,0,1
79,01,0,0,0,0,0,0,0,0,1
80,01,0,0,0,0,0,0,0,0,1
81,01,0,0,0,0,0,0,0,0,1
82,01,0,0,0,0,0,0,0,0,1
83,01,0,0,0,0,0,0,0,0,1
84,01,0,0,0,0,0,0,0,0,1
85,01,0,0,0,0,0,0,0,0,1
86,01,0,0,0,0,0,0,0,0,1
87,01,0,0,0,0,0,0,0,0,1
88,01,0,0,0,0,0,0,0,0,1
89,01,0,0,0,0,0,0,0,0,1
90,01,0,0,0,0,0,0,0,0,1
91,01,0,0,0,0,0,0,0,0,1
92,01,0,0,0,0,0,0,0,0,1
93,01,0,0,0,0,0,0,0,0,1
94,01,0,0,0,0,0,0,0,0,1
95,01,0,0,0,0,0,0,0,0,1
96,01,0,0,0,0,0,0,0,0,1
97,01,0,0,0,0,0,0,0,0,1
98,01,0,0,0,0,0,0,0,0,1
99,01,0,0,0,0,0,0,0,0,1
100,01,0,0,0,0,0,0,0,0,1
101,01,0,0,0,0,0,0,0,0,1
102,01,0,0,0,0,0,0,0,0,1
103,01,0,0,0,0,0,0,0,0,1
104,01,0,0,0,0,0,0,0,0,1
105,01,0,0,0,0,0,0,0,0,1
106,01,0,0,0,0,0,0,0,0,1
107,01,0,0,0,0,0,0,0,0,1
108,01,0,0,0,0,0,0,0,0,1
109,01,0,0,0,0,0,0,0,0,1
110,01,0,0,0,0,0,0,0,0,1
111,01,0,0,0,0,0,0,0,0,1
112,01,0,0,0,0,0,0,0,0,1
113,01,0,0,0,0,0,0,0,0,1
114,01,0,0,0,0,0,0,0,0,1
115,01,0,0,0,0,0,0,0,0,1
116,01,0,0,0,0,0,0,0,0,1
117,01,0,0,0,0,0,0,0,0,1
118,01,0,0,0,0,0,0,0,0,1
119,01,0,0,0,0,0,0,0,0,1
120,01,0,0,0,0,0,0,0,0,1
121,01,0,0,0,0,0,0,0,0,1
122,01,0,0,0,0,0,0,0,0,1
123,01,0,0,0,0,0,0,0,0,1
124,01,0,0,0,0,0,0,0,0,1
125,01,0,0,0,0,0,0,0,0,1
126,01,0,0,0,0,0,0,0,0,1
127,01,0,0,0,0,0,0,0,0,1
128,01,0,0,0,0,0,0,0,0,1
129,01,0,0,0,0,0,0,0,0,1
130,01,0,0,0,0,0,0,0,0,1
131,01,0,0,0,0,0,0,0,0,1
132,01,0,0,0,0,0,0,0,0,1
133,01,0,0,0,0,0,0,0,0,1
134,01,0,0,0,0,0,0,0,0,1
135,01,0,0,0,0,0,0,0,0,1
136,01,0,0,0,0,0,0,0,0,1
137,01,0,0,0,0,0,0,0,0,1
138,01,0,0,0,0,0,0,0,0,1
139,01,0,0,0,0,0,0,0,0,1
140,01,0,0,0,0,0,0,0,0,1
141,01,0,0,0,0,0,0,0,0,1
142,01,0,0,0,0,0,0,0,0,1
143,01,0,0,0,0,0,0,0,0,1
144,01,0,0,0,0,0,0,0,0,1
145,01,0,0,0,0,0,0,0,0,1
146,01,0,0,0,0,0,0,0,0,1
147,01,0,0,0,0,0,0,0,0,1
148,01,0,0,0,0,0,0,0,0,1
149,01,0,0,0,0,0,0,0,0,1
150,01,0,0,0,0,0,0,0,0,1
151,01,0,0,0,0,0,0,0,0,1
152,01,0,0,0,0,0,0,0,0,1
153,01,0,0,0,0,0,0,0,0,1
154,01,0,0,0,0,0,0,0,0,1
155,01,0,0,0,0,0,0,0,0,1
156,01,0,0,0,0,0,0,0,0,1
157,01,0,0,0,0,0,0,0,0,1
158,01,0,0,0,0,0,0,0,0,1
159,01,0,0,0,0,0,0,0,0,1
160,01,0,0,0,0,0,0,0,0,1
161,01,0,0,0,0,0,0,0,0,1
162,01,0,0,0,0,0,0,0,0,1
163,01,0,0,0,0,0,0,0,0,1
164,01,0,0,0,0,0,0,0,0,1
165,01,0,0,0,0,0,0,0,0,1
166,01,0,0,0,0,0,0,0,0,1
167,01,0,0,0,0,0,0,0,0,1
168,01,0,0,0,0,0,0,0,0,1
169,01,0,0,0,0,0,0,0,0,1
170,01,0,0,0,0,0,0,0,0,1
171,01,0,0,0,0,0,0,0,0,1
172,01,0,0,0,0,0,0,0,0,1
173,01,0,0,0,0,0,0,0,0,1
174,01,0,0,0,0,0,0,0,0,1
175,01,0,0,0,0,0,0,0,0,1
176,01,0,0,0,0,0,0,0,0,1
177,01,0,0,0,0,0,0,0,0,1
178,01,0,0,0,0,0,0,0,0,1
179,01,0,0,0,0,0,0,0,0,1
180,01,0,0,0,0,0,0,0,0,1
181,01,0,0,0,0,0,0,0,0,1
182,01,0,0,0,0,0,0,0,0,1
